id,title,main_story,main_plus_extras,completionist,all_styles,coop,versus,type,developers,publishers,platforms,genres,release_na,release_eu,release_jp
3016,Dynowarz: Destruction of Spondylus,0.9,,,0.9,,,,Bandai,Bandai,NES,Platform,1990-01-01,,1989-04-01
3017,Dys4ia,0.08333333333333333,,0.08333333333333333,0.08333333333333333,,,,Anna Anthropy,Newgrounds,"Browser, PC",Interactive Art,2012-09-03,,
3018,Dysfunctional Systems: Learning to Manage Chaos,2.0,2.5,3.0,2.5,,,,Dischan,Dischan Media,"Mac, PC",Visual Novel,2013-04-04,2013-09-26,
3019,E.T. the Extra-Terrestrial,0.55,,2.0,1.0,,,,Atari,Atari,Atari 2600,Adventure,1982-12-01,,
3020,E.V.O.: Search for Eden,10.0,10.0,11.0,10.0,,,,Almanic,Enix,"PC, Super Nintendo","Action, role-playing",1993-07-01,,1992-12-21
3021,E.X. Troopers,12.5,16.5,,14.5,,,,Hexa Drive,Capcom,"Nintendo 3DS, PlayStation 3","Action, Adventure, Shooter",,,2012-11-22
3022,E.Y.E: Divine Cybermancy,11.5,17.0,38.0,16.0,,,,Streum On Studio,,PC,"First-person shooter, Action",2011-07-29,2011-07-29,
3024,EA Replay,,,,,,,,EA Canada,Electronic Arts,,Compilation,2006-11-14,2007-03-16,
3025,EA Sports Active 2,,,,,,,,EA Canada,EA Sports,,Fitness,2010-11-16,2010-11-19,
3026,EA Sports MMA,13.5,,,13.5,,,,EA Tiburon,EA Sports,"PlayStation 3, Xbox 360","Third-Person, Fighting, Sports",2010-10-19,,
3027,Eador: Genesis,53.5,,,53.5,,,,Alexey Bokulev,Snowbird Games,PC,"Turn-Based, Strategy",2009-08-07,,
3028,Eador: Masters of the Broken World,85.0,87.0,227.0,119.0,,,,Snowbird Game Studios,Snowbird Game Studios,PC,"Turn-Based, Strategy",2012-09-04,,
3030,Earth 2160,8.5,,20.0,14.5,,,,Reality Pump Studios,Midway Games,PC,"Real-Time, Strategy",2005-11-11,,
3031,Earth Defense Force,1.5,,,1.5,,,,Jaleco,Jaleco,Super Nintendo,Shooter,1992-01-01,,
3032,Earth Defense Force 2017,10.0,28.0,75.0,15.5,,,,Sandlot,D3 Publisher,"PlayStation Vita, Xbox 360","Third-Person, Shooter",2007-03-20,2007-03-30,2006-12-14
3033,Earth Defense Force: Insect Armageddon,5.0,8.5,13.5,6.0,,,,Vicious Cycle Software,D3 Publisher,"PC, PlayStation 3, Xbox 360",Third-Person Shooter,2011-07-05,2011-07-22,2011-07-07
3034,EarthBound,28.0,31.5,36.5,30.0,,,,"Nintendo, Ape, HAL Laboratory",Nintendo,"Mobile, Nintendo 3DS, PC, Super Nintendo/Famicom, Wii, Wii U",Role-Playing,1995-06-05,,1994-08-27
3035,Mother,16.5,21.0,26.5,18.5,,,,"Nintendo, Ape",Nintendo,"Game Boy Advance, NES/Famicom, Wii U","Top-Down, Turn-Based, Role-Playing",2015-06-14,,1989-07-27
3036,Earthworm Jim,3.0,4.0,4.0,4.0,,,,"Shiny Entertainment, Playmates Interactive Entertainment","NA: Sega of America, EU: Virgin Interactive","Game Boy Advance, PC, Sega CD, Sega Mega Drive/Genesis, Super Nintendo/Famicom",Platform,1994-08-02,,
3037,Earthworm Jim 2,3.0,3.0,4.0,3.0,,,,"Shiny Entertainment, Screaming Pink (Sega Saturn, PlayStation)","NA: Playmates Interactive Entertainment, EU: Virgin Interactive","Game Boy Advance, PC, PlayStation, Sega Mega Drive/Genesis, Sega Saturn, Super Nintendo/Famicom",Platform,1996-01-01,1995-12-22,
3038,Earthworm Jim 3D,9.0,9.5,12.0,10.0,,,,VIS Entertainment,"PAL: Interplay, NA: Rockstar Games","Nintendo 64, PC",Platformer,1999-10-31,1999-10-31,
3039,Earthworm Jim HD,2.5,5.5,12.5,3.5,,,,"Shiny Entertainment, Playmates Interactive Entertainment","NA: Sega of America, EU: Virgin Interactive","PlayStation 3, Xbox 360",Platform shoot 'em up,1994-08-02,,
3040,East India Company,,,35.0,35.0,,,,Nitro Games,Paradox Interactive,PC,"Real-Time, Strategy",2009-07-31,2009-08-14,
3041,Eat Lead: The Return of Matt Hazard,7.0,9.0,14.0,8.5,,,,Vicious Cycle Software,D3 Publisher,"PlayStation 3, Xbox 360","Third-Person, Shooter",2009-02-26,2009-03-06,2010-02-18
3042,Ecco Jr.,0.7,,,0.7,,,,Appaloosa Interactive,Sega,"PC, PlayStation 2, Sega Mega Drive/Genesis",Adventure,1995-08-15,,
3043,Ecco the Dolphin,4.5,5.5,6.5,5.0,,,,Novotrade International,Sega,"PC, Sega Master System, Sega Mega Drive/Genesis, Xbox 360",Adventure,1992-07-29,1992-07-31,1992-07-30
3044,Ecco the Dolphin: Defender of the Future,9.0,9.5,,9.0,,,,Appaloosa Interactive,"Sega (Dreamcast), Acclaim (Playstation 2)","Dreamcast, PlayStation 2",Adventure,2000-09-09,2000-06-16,2001-01-25
3045,Ecco: The Tides of Time,4.0,5.0,5.5,4.5,,,,Novotrade International,Sega,"PC, PlayStation 2, Sega Mega Drive/Genesis",Adventure,1994-08-25,1994-08-27,1994-08-26
3047,Echo Night,5.0,5.5,6.0,5.0,,,,From Software,Agetec,"PlayStation, PlayStation Vita","Action, Adventure",1999-07-31,,
3048,Echo Night: Beyond,7.5,8.0,9.0,8.0,,,,From Software,"JP: From Software, NA: Agetec, EU: Nobilis",PlayStation 2,"Survival Horror, Adventure",2004-07-27,2006-04-14,2004-01-22
3049,Echochrome,8.0,8.0,10.5,8.5,,,,"Game Yarouze, Japan Studio",Sony Computer Entertainment,"PlayStation 3, PSP",Puzzle,2008-05-01,2008-07-04,2008-03-19
3050,Eco Creatures: Save the Forest,10.0,,,10.0,,,,LightWeight,"JP: Interchannel, NA: Majesco, EU: Rising Star Games",,"Real-Time, Strategy",2008-03-04,,2007-08-23
3051,Ecolibrium,,,,,,,,,Sony Computer Entertainment,PlayStation Vita,"Real-Time, Simulation",2013-02-12,,
3052,EcoQuest: The Search for Cetus,4.0,4.5,,4.5,,,,Sierra Entertainment,Sierra Entertainment,PC,Educational,1991-01-01,,
3053,Ecstatica,9.0,,9.0,9.0,,,,Andrew Spencer,Psygnosis,PC,"Action, Adventure, Fighting",1994-01-01,,
3056,"Ed, Edd n Eddy: The Mis-Edventures",3.5,4.0,6.5,4.5,,,,Artificial Mind and Movement,Midway,"Game Boy Advance, Nintendo GameCube, PC, PlayStation 2","Adventure, Platform",2005-11-03,2005-09-30,
3057,Eden Eternal,,,,,7.0,,,X-Legend,Aeria Games,PC,"Massively Multiplayer, Role-Playing",2011-06-16,,
3058,Edge,3.5,8.0,11.0,6.5,,,,Mobigame,Mobigame,"Android, iOS, Linux, Mobile, Nintendo 3DS, PC, Wii U",Puzzle,2008-12-01,2008-12-01,
3059,Edna & Harvey: Harvey's New Eyes,7.0,8.0,8.5,8.0,,,,Daedalic Entertainment,Daedalic Entertainment,PC,Adventure,2012-10-16,,
3060,Edna & Harvey: The Breakout,7.5,9.0,10.0,8.5,,,,Daedalic Entertainment,"Lace Mamba Global, Viva Media",PC,Adventure,2011-02-08,,
3061,Eets,5.0,5.0,6.0,5.0,,,,Klei Entertainment,,"PC, Xbox 360",Puzzle,2006-03-27,2006-03-27,
3062,Eggs of Steel: Charlie's Eggcellent Adventure,4.0,,,4.0,,,,Rhythm & Hues,Atlus,PlayStation,Action,1998-10-31,,1998-07-30
3064,Ehrgeiz,2.0,3.0,5.0,2.0,,,,DreamFactory,"Square Enix, Namco, Electronic Arts",PlayStation,Fighting,1999-05-04,,1998-12-17
3065,Einhander,2.5,,3.0,2.5,,,,Square,"JP: Square, NA: Sony Computer Entertainment",PlayStation,Scrolling shooter,1998-04-30,,1997-11-20
3066,El Matador,4.5,,13.5,4.5,,,,Plastic Reality Technologies,Cenega Publishing,PC,"Action, Shooter",2006-09-29,,
3067,El Shaddai: Ascension of the Metatron,8.5,10.5,13.0,8.5,,,,Ignition Entertainment,Ignition Entertainment,"PlayStation 3, Xbox 360",Action,2011-08-16,2011-09-09,2011-04-28
3068,El Tigre: The Adventures of Manny Rivera,1.0,,,1.0,,,,"Barking Lizards (DS), Blue Tongue (PS2)","THQ, Nick Games",PlayStation 2,Action,2008-03-11,,
3069,El Viento,1.0,,1.0,1.0,,,,Wolf Team,Renovation,Sega Mega Drive/Genesis,Platform,1991-01-01,,
3072,Elebits,9.0,,,9.0,,,,Konami Digital Entertainment,Konami,Wii,Action,2006-12-12,2007-05-04,2006-12-02
3073,Elebits: The Adventures of Kai and Zero,8.5,12.5,16.5,10.5,,,,Konami,Konami,Nintendo DS,Action,2009-01-06,,2008-12-11
3074,Electroplankton,0.5,,0.75,0.5166666666666667,,,,indieszero,Nintendo,Nintendo DS,Music,2006-01-09,2006-07-07,2005-04-07
3075,Elefunk,5.5,11.5,,9.5,,,,"8bit Games, Big Head Games",Sony Computer Entertainment America,"PlayStation 3, ",Puzzle,2008-07-17,2008-07-17,
3076,Element4l,4.0,8.0,,5.0,,,,I-Illusions,I-Illusions,"PC, PlayStation Vita","Action, Platform",2013-05-24,,
3077,Elemental Gearbolt,1.0,,,1.0,,,,Alfa System,"JP: Sony Computer Entertainment, NA: Working Designs",PlayStation,Light Gun Shooter,1998-08-10,,1997-12-11
3078,EGG: Elemental Gimmick Gear,15.5,19.0,29.0,21.5,,,,Birthday,"Vatical Entertainment, Hudson Soft",Dreamcast,"Top-Down, Action, Role-Playing",1999-12-31,,1999-05-27
3079,Elemental: War of Magic,20.0,,,20.0,,,,Stardock,"Stardock, N3V Games/Auran, 1C/Snowball",PC,"4X, Turn-based strategy",2010-08-24,,
3080,Elephant Quest,,,1.0,1.0,,,,,,Browser,"Role-Playing, Sandbox",,,
3081,Eleusis,3.0,3.0,3.5,3.0,,,,,,PC,Adventure,,,
3082,Elevator Action,,,,,,,,Taito,Taito,"Game Boy, NES","Side, Scrolling, Action, Arcade, Platform, Shooter",1983-01-01,,
3083,Elf Bowling: Hawaiian Vacation,,,,,,,,MumboJumbo,MumboJumbo,PC,"Sports, Family",2008-07-09,,
3084,Elf: The Movie,1.0,,,1.0,,,,,Crave Entertainment,Game Boy Advance,Adventure,,,
3085,Elfsquad7,,,,,,,,Stardock Corporation,Stardock Corporation,,Platform,2011-11-15,,
3086,Elite (1984),,,,,,,,"David Braben, Ian Bell","Acornsoft, Firebird, Imagineer",Commodore 64,Simulation,1984-09-20,,
3087,Elite Beat Agents,4.0,6.0,33.5,7.0,,,,iNiS,Nintendo,"Nintendo 3DS, Nintendo DS",Music/Rhythm,2006-11-06,2007-07-13,
3088,Elite: Dangerous,84.5,111.0,262.0,120.0,,,,Frontier Developments,Frontier Developments,"PC, PlayStation 4",Adventure,2014-01-01,2015-04-02,
3089,Elminage Original,37.5,73.0,,44.0,,,,,UFO Interactive Games,"PC, PSP",Role-Playing,2012-11-20,2013-01-01,2011-01-01
3090,Elphis Adventure,,,,,,,,Com2uS,,,Action,,,
3091,Elven Legacy,,12.0,,12.0,,,,1C Company,Paradox Interactive,PC,Strategy,2009-04-07,2009-04-09,
3092,Elven Legacy: Magic,7.5,,,7.5,,,,1C:InoCo,Paradox Interactive,PC,Strategy,2009-12-03,,
3093,Elven Legacy: Ranger,,10.0,,10.0,,,,1C:InoCo,Paradox Interactive,PC,Strategy,2009-10-20,,
3094,Elven Legacy: Siege,13.0,,,13.0,,,,1C:InoCo,Paradox Interactive,PC,Strategy,2009-11-17,,
3095,Embric of Wulfhammer's Castle,5.5,16.5,25.0,16.0,,,,,,PC,Role-Playing,,,
3096,Emerald City Confidential,4.0,6.0,7.5,6.0,,,,Wadjet Eye Games,PlayFirst,PC,Adventure,2009-02-19,2009-02-19,
3097,Emerald Dragon,15.5,17.0,17.0,16.0,,,,"Alfa System, Glodia",ASCII Media Works,Super Nintendo,"Adventure, Role-Playing",,,1995-07-28
3098,Emergency 3,,,,,,,,Sixteen Tons Entertainment,"EU: Take-Two Interactive, NA: Strategy First",,Real-time strategy,2005-01-21,,
3099,Emily the Strange: Strangerous,6.0,10.0,,8.0,,,,Exozet,PQube,"Nintendo 3DS, Nintendo DS","Adventure, Puzzle",2011-06-10,,
3103,Emperor: Battle for Dune,15.5,20.0,37.0,20.0,,,,"Intelligent Games, Westwood Studios",EA Games,PC,"Real-Time, Strategy",2001-01-01,,
3105,Empire Earth,22.0,57.0,148.0,32.5,,,,Stainless Steel Studios,Sierra Entertainment,PC,Real-time strategy,2001-11-12,2001-11-23,
3106,Empire Earth II,17.0,40.0,,22.0,,,,Mad Doc Software,Vivendi Universal,PC,Real-time strategy,2005-04-26,,
3107,Empire Earth II: The Art of Supremacy,,25.0,,25.0,,,,Mad Doc Software,Vivendi Universal,PC,Real-time strategy,2006-02-14,2006-03-10,
3108,Empire Earth III,15.0,,,15.0,,,,Mad Doc Software,Sierra Entertainment,PC,Real-time strategy,2007-11-06,2007-11-16,
3109,Empire Earth: The Art of Conquest,,26.5,45.0,31.5,,,,Mad Doc Software,Sierra Entertainment,PC,Real-time strategy,2002-09-17,2002-10-04,
3110,Empire: Total War,22.0,75.0,83.0,38.0,,,,The Creative Assembly,Sega,PC,Turn-based strategy Real-time tactics,2009-03-03,,
3112,Enamel,,,,,,,,,,,"Action, Platform, Role-Playing",,,
3113,Enchanted Arms,23.5,44.0,50.0,42.0,,,,From Software,"From Software, Ubisoft","PlayStation 3, Xbox 360",Role-Playing,2006-08-29,2006-09-08,2006-01-12
3114,Enclave,9.0,11.5,15.0,10.0,,,,"Starbreeze Studios, Village1 Entertainment","Swing! Deutschland, Conspiracy Games, Vivendi Universal Games","PC, Xbox",Action,2002-07-29,,
3115,Encounter at L-5,,,,,,,,Data Age,,,"Scrolling, Shooter",1982-01-01,,
3116,Endless Ocean 2: Adventures of the Deep,15.5,27.0,69.0,26.5,,,,Arika,Nintendo,Wii,"Adventure, Simulation",2010-02-22,2010-02-05,2009-09-17
3117,Endless Space,15.0,38.0,102.0,25.5,,,,Amplitude Studios,Iceberg Interactive,PC,Strategy,2012-07-04,,
3118,Endorfun,,,,,,,,Onesong,Time Warner Interactive,,Puzzle,1995-01-01,,
3119,Enduro Racer,0.25,,0.43333333333333335,0.25,,,,Sega,Sega,Sega Master System,"Arcade, Racing",1986-09-20,,
3120,Enemy Engaged: RAH-66 Comanche vs. KA-52 Hokum,,,,,,,,Razorworks,Empire Interactive,,Flight simulator,2000-07-31,2000-01-01,
3121,Enemy Territory: Quake Wars,9.0,10.5,12.0,10.0,,,,"Splash Damage, Nerve Software (Xbox 360), Underground Development (PlayStation 3)",Activision,"PC, PlayStation 3, Xbox 360",First-person shooter,2007-10-02,,
3122,Enemy Zero,8.0,,,8.0,,,,WARP,Sega,Sega Saturn,Survival Horror,1997-10-31,,1996-12-13
3123,English Country Tune,9.0,12.0,14.0,11.5,,,,Increpare Games,Increpare Games,PC,Puzzle,2011-11-25,,
3124,Enough Plumbers,0.8666666666666667,,,0.8666666666666667,,,,Radix,,Browser,Platform,,,
3125,Ensign-1,,,,,,,,Only Human Studios,,,Arcade,,,
3126,Enslaved: Odyssey to the West,9.0,10.5,18.5,10.0,,,,Ninja Theory,Namco Bandai Games,"PC, PlayStation 3, PlayStation Now, Xbox 360","Action, Adventure",2010-10-05,2010-10-08,2010-10-07
3127,Enslaved: Odyssey to the West - Pigsy's Perfect 10 DLC,3.0,3.0,4.0,3.0,,,DLC/Expansion,Ninja Theory,Namco Bandai Games,"PC, PlayStation 3, Xbox 360","Action, Adventure",2010-11-23,2010-11-23,
3128,Enter the Matrix,7.5,8.0,12.5,8.5,,,,Shiny Entertainment,"Atari, Inc., Warner Bros. Interactive Entertainment Bandai (Japanese release)","Nintendo GameCube, PC, PlayStation 2, Xbox",Action-adventure,2003-05-14,,2003-06-19
3129,Entombed (1982),,,,,,,,Western Technologies,US Games,,Action,1982-01-01,,
3131,Enzai: Falsely Accused,9.0,10.0,13.0,10.5,,,,Langmaor,Langmaor,PC,Visual Novel,2006-03-01,,
3132,EOE: Eve of Extinction,5.0,,,5.0,,,,Yuke,Eidos Interactive,PlayStation 2,Beat,2002-02-26,2002-03-22,2002-05-23
3133,Ephemeral Fantasia,35.0,,54.5,46.5,,,,Konami,Konami,PlayStation 2,Role-Playing,2001-07-09,2001-09-07,2000-08-10
3134,Epic (1992),,,,,,,,Digital Image Design,Ocean Software,,,1992-01-01,1992-01-01,
3136,Epic Dungeon,1.5,,2.0,1.5,,,,Eyehook,Eyehook,Xbox 360,"Dungeon Crawler, Role-Playing",2010-11-30,,
3137,Epic Mickey,13.0,14.5,17.0,14.0,,,,Junction Point Studios,Disney Interactive Studios,Wii,"Action, Adventure, Platform",2010-11-30,2010-11-25,
3138,Epic Mickey 2: The Power of Two,9.5,14.0,21.0,11.0,,,,"Blitz Games Studios, Junction Point Studios, Heavy Iron Studios",Disney Interactive Studios,"PC, PlayStation 3, PlayStation Vita, Wii, Wii U, Xbox 360","Action, Adventure, Platform",2012-11-18,2012-11-23,
3139,Epic Mickey: Power of Illusion,5.0,9.5,12.0,8.0,,,,DreamRift,Disney Interactive Studios,Nintendo 3DS,"Action, Adventure, Platform",2012-11-18,2012-11-23,
3140,Epic Pinball,,,,,,,,Digital Extremes,Epic Games,,Pinball,1993-11-01,,
3141,Epiphany in Spaaace!,,,,,,,,R. W. Boyd,,,Text Adventure,2009-10-20,,
3142,Epoch,1.5,2.0,,1.5,,,,Uppercut Games,,"Android, iOS, PC",Action,,,
3143,Equinox (1993),,,10.0,10.0,,,,Software Creations,"Sony Imagesoft, SCEE",Super Nintendo,"Third-Person, Adventure",1994-03-01,1994-03-25,1993-11-12
3144,Eragon,6.5,8.5,10.5,7.5,,,,"Stormfront Studios, Amaze Entertainment",Vivendi Universal Games,"Game Boy Advance, Nintendo DS, PC, PlayStation 2, PSP, Xbox 360","Hack and slash, Action-adventure",2006-11-14,2006-11-24,
3146,Eric the Unready,7.5,,,7.5,,,,Legend Entertainment,Legend Entertainment,PC,Adventure,1993-01-01,,
3147,Erie,0.7333333333333333,,,0.7333333333333333,,,,UGF,,PC,"First-Person, Survival Horror",,,
3148,Eryi's Action,3.0,4.5,15.0,4.5,,,,Nyu Media,,PC,"Action, Platform, Puzzle",,,
3149,Escape from Monkey Island,10.0,10.0,11.5,10.0,,,,LucasArts,LucasArts,"PC, PlayStation 2","Point-and-Click, Adventure",2000-11-06,,
3150,Escape From Paradise City,,17.0,,17.0,,,,Sirius Games,cdv,PC,RTS/RPG,2007-10-24,,
3151,Escape from the Mindmaster,,,,,,,,Starpath,Starpath,,"First-Person, Adventure",1982-01-01,,
3152,Escape from the Planet of the Robot Monsters,,,,,,,,"Atari Games, Tengen",Domark,,Shooter,1989-01-01,,
3153,Escape Goat,2.5,3.0,3.5,3.0,,,,Magical Time Bean,Magical Time Bean,PC,Platform,2011-11-02,,
3154,Escape Plan,4.0,5.0,10.5,4.5,,,,Fun Bits Interactive,Sony Computer Entertainment,"PlayStation 4, PlayStation Vita",Puzzle,2012-02-22,2012-02-22,
3155,Escape Plan: Bakuki's Lair DLC,0.8666666666666667,,,0.8666666666666667,,,DLC/Expansion,Fun Bits Interactive,Sony Computer Entertainment,PlayStation Vita,Puzzle,,,
3156,Escape Rosecliff Island,8.5,9.0,9.0,9.0,,,,SpinTop Games,PopCap Games,PC,Puzzle,2009-04-15,,
3157,Escapee GO!,,,,,,,,,Gevo Entertainment,Nintendo DS,"Action, Arcade",2010-01-25,,
3159,Eschalon: Book I,18.5,21.0,33.0,21.5,,,,Basilisk Games,Eschalon,PC,,2007-11-19,2007-11-19,
3160,Eschalon: Book II,19.0,37.5,65.0,25.5,,,,Basilisk Games,Eschalon,"Linux, PC",,2010-05-12,,
3161,ESP Ra.De.,0.4166666666666667,,,0.4166666666666667,,,,Cave,Atlus,Arcade,Shooter,,,1998-01-01
3162,Esper Dream,,,7.5,7.5,,,,Konami,Konami,,"Action, Role-Playing",,,1987-02-20
3163,Espgaluda,2.0,21.0,,3.5,,,,"Cave (Arcade), Arika (PS2)","AMI (Arcade), Arika (PS2)",PlayStation 2,"Top-Down, On-Rails, Shooter",,,2003-11-01
3164,Espgaluda II,0.5166666666666667,,,0.5166666666666667,,,,Cave,"AMI (arcade), Cave (i-mode)","iOS, Xbox 360","Top-Down, Shooter",,,2005-11-25
3165,ESPN Baseball Tonight,,,,,,,,"Park Place Productions, Stormfront Studios",Sony Imagesoft,Super Nintendo,Sports,1994-05-01,,
3166,ESPN College Hoops,,,,,,,,Kush Games,Sega,,Sports,2003-11-13,,
3167,ESPN College Hoops 2K5,,,,,,,,Visual Concepts,Sega,,Sports,2004-11-17,,
3168,ESPN National Hockey Night,,,,,,,,"Sony Imagesoft, Stormfront Studios",,,Sports,,,
3169,ESPN NBA 2K5,,,,,,,,Visual Concepts,"Sega, Global Star Software","PlayStation 2, Xbox",Sports,2004-09-28,,
3170,ESPN NBA Basketball,,,,,,,,Visual Concepts,Sega,,Sports,2003-10-21,,
3171,ESPN NFL 2K5,,,,,,,,Visual Concepts,2K Sports,"PlayStation 2, Xbox",Sports,2004-07-20,2005-02-04,
3172,ESPN NFL Football,,,,,,,,Visual Concepts,Sega,PlayStation 2,Sports,2003-11-03,,
3173,ESPN NHL 2K5,,,,,,,,Kush Games,Sega,PlayStation 2,Sports,2004-08-30,,
3174,ESPN NHL Hockey,,,,,,,,Kush Games,Sega,,Sports,2003-09-09,,
3175,ESPN Sunday Night NFL,,,,,,,,Ringler Studios,Sony Imagesoft,,Sports,1994-11-01,,
3176,ESPN X Games: Skateboarding,2.0,,2.5,2.5,,,,Konami,Konami,PlayStation 2,Sports,2001-08-14,2002-01-25,
3177,ESWAT: City Under Siege,1.0,1.5,3.5,1.5,,,,Sega Corporation,Sega Corporation,"PC, Sega Mega Drive/Genesis",Action,1990-06-01,,
3178,Eternal Champions,0.7333333333333333,,3.5,1.0,,,,Sega Interactive Development Division,Sega,Sega Mega Drive/Genesis,Fighting,1993-08-14,,1994-02-18
3179,Eternal Darkness: Sanity's Requiem,13.5,15.0,30.0,15.0,,,,Silicon Knights,Nintendo,"Nintendo GameCube, Wii",Action-adventure,2002-06-23,2002-11-01,2002-10-25
3181,Eternal Eyes,13.5,,,13.5,,,,"Alpha-Unit, TamTam",Crave Entertainment,PlayStation,RPG,2000-11-30,,
3182,Eternal Legacy,,,19.0,19.0,,,,,Gameloft,"Mac, Mobile",Role-Playing,,,
3183,Eternal Poison,,,110.0,110.0,,,,"Flight-Plan, Chime","JP: Banpresto, NA: Atlus",PlayStation 2,Tactical role-playing,2008-02-14,2008-11-11,
3184,Eternal Quest,6.0,,,6.0,,,,Tamsoft,Midas Interactive,PlayStation 2,Role-Playing,2004-05-21,,
3185,Eternal Ring,11.5,14.0,15.0,12.5,,,,From Software,"JP: From Software, NA: Agetec, EU: Ubisoft",PlayStation 2,"Action, Role-Playing",2000-10-16,2000-12-19,2000-03-04
3186,Eternal Sonata,29.5,41.0,62.0,36.0,,,,Tri-Crescendo,Namco Bandai Games,"PlayStation 3, Xbox 360",Role-Playing,2007-09-17,2007-10-19,2007-06-14
3187,Eternally Us,0.5,,0.55,0.5333333333333333,,,,Undergrowth Games,,PC,Interactive Art,2010-01-05,,
3188,Eternity's Child,3.0,,4.0,3.5,,,,"Luc Bernard, Silver Sphere Studios",,PC,Platform,2008-07-31,,
3189,Ether Vapor Remaster,4.0,4.5,,4.0,,,,Edelweiss,Capcom,PC,Action,2012-09-27,,
3190,Etherlords,44.0,,,44.0,,,,Nival Interactive,"Fishtank Interactive, DreamCatcher Games, Strategy First",PC,"Turn-Based, Strategy, Tactical",2001-11-12,,
3191,Etherlords II,17.5,39.0,40.0,35.0,,,,Nival Interactive,"Fishtank Interactive, DreamCatcher Games, Strategy First",PC,"Card battle, turn-based strategy, turn-based tactics",2003-09-23,,
3192,Etrian Odyssey,50.5,63.0,83.5,58.0,,,,"Atlus, Lancarse","Atlus, Nintendo (Europe and Australia)","Nintendo 3DS, Nintendo DS",Role-Playing,2007-05-15,2008-06-06,2007-01-18
3193,Etrian Odyssey II: Heroes of Lagaard,47.5,63.5,72.0,54.0,,,,"Atlus, Lancarse",Atlus,Nintendo DS,Role-playing,2008-06-17,,2008-02-19
3194,Etrian Odyssey III: The Drowned City,47.0,66.5,94.0,62.5,,,,Atlus,Atlus,"Nintendo 3DS, Nintendo DS",Role-playing,2010-09-21,,2010-04-01
3196,Etrian Odyssey IV: Legends of the Titan,56.5,74.5,99.5,72.5,,,,Atlus,Atlus,Nintendo 3DS,Role-Playing,2013-02-26,2013-08-30,2012-07-05
3197,Eufloria,12.0,16.5,22.5,14.5,,,,"Alex May, Rudolf Kremers",,"Mobile, PC","Real-Time, Strategy",2009-11-30,2009-11-30,
3198,Euro Truck Simulator,18.0,53.5,104.0,56.0,,,,SCS Software,,PC,Simulation,,2008-08-29,
3199,Euro Truck Simulator 2,39.5,70.0,362.0,97.0,,,,SCS Software,SCS Software,PC,"Racing, Simulation",2012-10-19,2012-10-19,
3204,Europa Universalis III,77.0,235.0,259.0,167.0,,,,Paradox Interactive,Paradox Interactive,PC,"Real-Time, Strategy",2007-01-23,2007-01-26,
3205,Europa Universalis III: Divine Wind,,,,,,,DLC/Expansion,Paradox Interactive,Paradox Interactive,,"Real-Time, Strategy",2011-01-21,,
3206,Europa Universalis III: Heir to the Throne,,,,,,,DLC/Expansion,Paradox Interactive,Paradox Interactive,,"Real-Time, Strategy",2009-12-15,,
3209,Europa Universalis: Crown of the North,,,,,,,,Paradox Entertainment,"Worldwide: PAN Vision, NA: Strategy First",,"Real-time strategy, Grand strategy",2000-01-01,2000-01-01,
3211,Europa Universalis: Rome - Vae Victis,,,,,,,DLC/Expansion,Paradox Development Studio,Paradox Interactive,PC,Strategy,,2008-04-18,
3212,Euthanasia,,,,,,,,,,,"First-Person, Survival Horror",2010-09-27,,
3213,Evander Holyfield's Real Deal Boxing,,,15.0,15.0,,,,ACME Interactive,Sega,Sega Mega Drive/Genesis,Sports,1992-10-29,1992-01-01,1992-10-30
3214,Eve Online,,,,,3973.0,2225.0,,CCP Games,CCP Games,PC,"Massively Multiplayer, Simulation",2003-05-06,2003-05-23,
3215,Eve: Burst Error,,,25.0,25.0,,,,C's Ware,Himeya,PC,Visual Novel,1999-01-01,,
3217,Ever 17: The Out of Infinity,21.5,30.0,44.0,34.5,,,,KID,Hirameki International,PC,Visual Novel,2005-12-20,,2002-08-29
3218,Evergrace,10.5,11.5,,11.0,,,,From Software,"JP: From Software, NA: Agetec, PAL: Ubisoft / Crave Entertainment",PlayStation 2,"Action, Role-playing",2000-10-16,,2000-04-27
3219,Everlands,,,,,,,,Hexage,Hexage,,Puzzle,,,
3220,EverQuest,,,,,,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",1999-03-16,,
3221,EverQuest II,,,,,2750.0,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",2004-11-04,,
3222,EverQuest: Gates of Discord,,,,,,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",2004-02-10,,
3223,EverQuest: Lost Dungeons of Norrath,,,,,,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",2003-09-09,2003-09-12,
3224,EverQuest: Omens of War,,,,,,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",2004-09-14,,
3225,EverQuest: The Legacy of Ykesha,,,,,,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",2003-02-25,,
3226,EverQuest: The Planes of Power,,,,,,,,Sony Online Entertainment,Sony Online Entertainment,PC,"Massively Multiplayer, Role-Playing",2002-10-29,,
